-1	-0.4	-7.46667
-1	-0.39	-7.45972
-1	-0.38	-7.43913
-1	-0.37	-7.40524
-1	-0.36	-7.3584
-1	-0.35	-7.29896
-1	-0.34	-7.22727
-1	-0.33	-7.14368
-1	-0.32	-7.04853
-1	-0.31	-6.94219
-1	-0.3	-6.825
-1	-0.29	-6.69731
-1	-0.28	-6.55947
-1	-0.27	-6.41183
-1	-0.26	-6.25473
-1	-0.25	-6.08854
-1	-0.24	-5.9136
-1	-0.23	-5.73026
-1	-0.22	-5.53887
-1	-0.21	-5.33977
-1	-0.2	-5.13333
-1	-0.19	-4.91989
-1	-0.18	-4.6998
-1	-0.17	-4.47341
-1	-0.16	-4.24107
-1	-0.15	-4.00312
-1	-0.14	-3.75993
-1	-0.13	-3.51184
-1	-0.12	-3.2592
-1	-0.11	-3.00236
-1	-0.1	-2.74167
-1	-0.09	-2.47748
-1	-0.08	-2.21013
-1	-0.07	-1.93999
-1	-0.06	-1.6674
-1	-0.05	-1.39271
-1	-0.04	-1.11627
-1	-0.03	-0.838425
-1	-0.02	-0.559533
-1	-0.01	-0.279942
-1	0	-0
-1	0.01	0.279942
-1	0.02	0.559533
-1	0.03	0.838425
-1	0.04	1.11627
-1	0.05	1.39271
-1	0.06	1.6674
-1	0.07	1.93999
-1	0.08	2.21013
-1	0.09	2.47748
-1	0.1	2.74167
-1	0.11	3.00236
-1	0.12	3.2592
-1	0.13	3.51184
-1	0.14	3.75993
-1	0.15	4.00312
-1	0.16	4.24107
-1	0.17	4.47341
-1	0.18	4.6998
-1	0.19	4.91989
-1	0.2	5.13333
-1	0.21	5.33977
-1	0.22	5.53887
-1	0.23	5.73026
-1	0.24	5.9136
-1	0.25	6.08854
-1	0.26	6.25473
-1	0.27	6.41183
-1	0.28	6.55947
-1	0.29	6.69731
-1	0.3	6.825
-1	0.31	6.94219
-1	0.32	7.04853
-1	0.33	7.14368
-1	0.34	7.22727
-1	0.35	7.29896
-1	0.36	7.3584
-1	0.37	7.40524
-1	0.38	7.43913
-1	0.39	7.45972
-1	0.4	7.46667

-0.99	-0.4	-7.46667
-0.99	-0.39	-7.4597
-0.99	-0.38	-7.4391
-0.99	-0.37	-7.4052
-0.99	-0.36	-7.35835
-0.99	-0.35	-7.29891
-0.99	-0.34	-7.22721
-0.99	-0.33	-7.14361
-0.99	-0.32	-7.04846
-0.99	-0.31	-6.94211
-0.99	-0.3	-6.82491
-0.99	-0.29	-6.6972
-0.99	-0.28	-6.55935
-0.99	-0.27	-6.4117
-0.99	-0.26	-6.2546
-0.99	-0.25	-6.0884
-0.99	-0.24	-5.91345
-0.99	-0.23	-5.73009
-0.99	-0.22	-5.53869
-0.99	-0.21	-5.33959
-0.99	-0.2	-5.13314
-0.99	-0.19	-4.91969
-0.99	-0.18	-4.69959
-0.99	-0.17	-4.47319
-0.99	-0.16	-4.24084
-0.99	-0.15	-4.00289
-0.99	-0.14	-3.75969
-0.99	-0.13	-3.51159
-0.99	-0.12	-3.25894
-0.99	-0.11	-3.00209
-0.99	-0.1	-2.7414
-0.99	-0.09	-2.4772
-0.99	-0.08	-2.20985
-0.99	-0.07	-1.93971
-0.99	-0.06	-1.66711
-0.99	-0.05	-1.39242
-0.99	-0.04	-1.11598
-0.99	-0.03	-0.838134
-0.99	-0.02	-0.559243
-0.99	-0.01	-0.279651
-0.99	0	0.00028931
-0.99	0.01	0.280229
-0.99	0.02	0.559819
-0.99	0.03	0.838707
-0.99	0.04	1.11655
-0.99	0.05	1.39298
-0.99	0.06	1.66767
-0.99	0.07	1.94026
-0.99	0.08	2.21039
-0.99	0.09	2.47773
-0.99	0.1	2.74191
-0.99	0.11	3.00259
-0.99	0.12	3.25943
-0.99	0.13	3.51206
-0.99	0.14	3.76014
-0.99	0.15	4.00332
-0.99	0.16	4.24126
-0.99	0.17	4.47359
-0.99	0.18	4.69997
-0.99	0.19	4.92005
-0.99	0.2	5.13348
-0.99	0.21	5.33991
-0.99	0.22	5.53899
-0.99	0.23	5.73037
-0.99	0.24	5.9137
-0.99	0.25	6.08863
-0.99	0.26	6.25481
-0.99	0.27	6.41189
-0.99	0.28	6.55952
-0.99	0.29	6.69735
-0.99	0.3	6.82503
-0.99	0.31	6.94221
-0.99	0.32	7.04854
-0.99	0.33	7.14368
-0.99	0.34	7.22726
-0.99	0.35	7.29894
-0.99	0.36	7.35838
-0.99	0.37	7.40522
-0.99	0.38	7.43911
-0.99	0.39	7.4597
-0.99	0.4	7.46667

-0.98	-0.4	-7.46667
-0.98	-0.39	-7.45969
-0.98	-0.38	-7.43907
-0.98	-0.37	-7.40517
-0.98	-0.36	-7.35831
-0.98	-0.35	-7.29886
-0.98	-0.34	-7.22715
-0.98	-0.33	-7.14354
-0.98	-0.32	-7.04838
-0.98	-0.31	-6.94202
-0.98	-0.3	-6.82481
-0.98	-0.29	-6.6971
-0.98	-0.28	-6.55924
-0.98	-0.27	-6.41158
-0.98	-0.26	-6.25447
-0.98	-0.25	-6.08825
-0.98	-0.24	-5.91329
-0.98	-0.23	-5.72993
-0.98	-0.22	-5.53852
-0.98	-0.21	-5.3394
-0.98	-0.2	-5.13294
-0.98	-0.19	-4.91948
-0.98	-0.18	-4.69937
-0.98	-0.17	-4.47296
-0.98	-0.16	-4.24061
-0.98	-0.15	-4.00265
