1 100 100
1 101 101
1 102 102
1 103 103
1 104 104
1 105 105
1 106 106
1 107 107
1 108 108
1 109 109
1 110 110
1 111 111
1 112 112
1 113 113
1 114 114
1 115 115
1 116 116
1 117 117
1 118 118
1 119 119
1 120 120
1 121 121
1 122 122
1 123 123
1 124 124
1 125 125
1 126 126
1 127 127
1 128 128
1 129 129
1 130 130
1 131 131
1 132 132
1 133 133
1 134 134
1 135 135
1 136 136
1 137 137
1 138 138
1 139 139
1 140 140
1 141 141
1 142 142
1 143 143
1 144 144
1 145 145
1 146 146
1 147 147
1 148 148
1 149 149
1 150 150
1 151 151
1 152 152
1 153 153
1 154 154
1 155 155
1 156 156
1 157 157
1 158 158
1 159 159
1 160 160
1 161 161
1 162 162
1 163 163
1 164 164
1 165 165
1 166 166
1 167 167
1 168 168
1 169 169
1 170 170
1 171 171
1 172 172
1 173 173
1 174 174
1 175 175
1 176 176
1 177 177
1 178 178
1 179 179
1 180 180
1 181 181
1 182 182
1 183 183
1 184 184
1 185 185
1 186 186
1 187 187
1 188 188
1 189 189
1 190 190
1 191 191
1 192 192
1 193 193
1 194 194
1 195 195
1 196 196
1 197 197
1 198 198
1 199 199
1 200 200
1 201 201

2 100 100
2 101 100.986
2 102 101.972
2 103 102.958
2 104 103.944
2 105 104.93
2 106 105.916
2 107 106.903
2 108 107.889
2 109 108.876
2 110 109.863
2 111 110.85
2 112 111.838
2 113 112.825
2 114 113.813
2 115 114.802
2 116 115.79
2 117 116.779
2 118 117.768
2 119 118.758
2 120 119.748
2 121 120.739
2 122 121.729
2 123 122.721
2 124 123.712
2 125 124.704
2 126 125.697
2 127 126.69
2 128 127.683
2 129 128.677
2 130 129.671
2 131 130.666
2 132 131.661
2 133 132.656
2 134 133.652
2 135 134.648
2 136 135.645
2 137 136.643
2 138 137.64
2 139 138.638
2 140 139.637
2 141 140.636
2 142 141.635
2 143 142.635
2 144 143.635
2 145 144.635
2 146 145.636
2 147 146.637
2 148 147.639
2 149 148.64
2 150 149.643
2 151 150.645
2 152 151.648
2 153 152.651
2 154 153.654
2 155 154.658
2 156 155.662
2 157 156.666
2 158 157.671
2 159 158.675
2 160 159.68
2 161 160.686
2 162 161.691
2 163 162.697
2 164 163.702
2 165 164.708
2 166 165.715
2 167 166.721
2 168 167.728
2 169 168.734
2 170 169.741
2 171 170.748
2 172 171.756
2 173 172.763
2 174 173.77
2 175 174.778
2 176 175.786
2 177 176.793
2 178 177.801
2 179 178.809
2 180 179.817
2 181 180.825
2 182 181.834
2 183 182.842
2 184 183.85
2 185 184.859
2 186 185.867
2 187 186.876
2 188 187.885
2 189 188.893
2 190 189.902
2 191 190.911
2 192 191.92
2 193 192.929
2 194 193.937
2 195 194.946
2 196 195.955
2 197 196.964
2 198 197.973
2 199 198.982
2 200 199.991
2 201 201

3 100 100
3 101 100.972
3 102 101.944
3 103 102.916
3 104 103.888
3 105 104.86
3 106 105.832
3 107 106.805
3 108 107.778
3 109 108.752
3 110 109.726
3 111 110.7
3 112 111.675
3 113 112.65
3 114 113.626
3 115 114.603
3 116 115.58
3 117 116.558
3 118 117.536
3 119 118.516
3 120 119.496
3 121 120.477
3 122 121.458
3 123 122.441
3 124 123.424
3 125 124.408
3 126 125.393
3 127 126.379
3 128 127.365
3 129 128.353
3 130 129.341
3 131 130.331
3 132 131.321
3 133 132.312
3 134 133.304
3 135 134.297
3 136 135.29
3 137 136.285
3 138 137.28
3 139 138.276
3 140 139.273
3 141 140.271
3 142 141.269
3 143 142.269
3 144 143.269
3 145 144.27
3 146 145.271
3 147 146.274
3 148 147.277
3 149 148.28
3 150 149.285
3 151 150.29
3 152 151.295
3 153 152.302
3 154 153.308
3 155 154.316
3 156 155.324
3 157 156.332
3 158 157.341
3 159 158.351
3 160 159.361
3 161 160.371
3 162 161.382
3 163 162.393
3 164 163.405
3 165 164.417
3 166 165.429
3 167 166.442
3 168 167.455
3 169 168.469
3 170 169.482
3 171 170.497
3 172 171.511
3 173 172.526
3 174 173.54
3 175 174.556
3 176 175.571
3 177 176.586
3 178 177.602
3 179 178.618
3 180 179.634
3 181 180.651
3 182 181.667
3 183 182.684
3 184 183.701
3 185 184.718
3 186 185.735
3 187 186.752
3 188 187.769
3 189 188.787
3 190 189.804
3 191 190.822
3 192 191.839
3 193 192.857
3 194 193.875
3 195 194.893
3 196 195.91
