15 -2.99981 -0.00015862 -2.99981 1.13143e-07
14.9 -2.99979 -0.000172062 -2.99979 1.22124e-07
14.8 -2.99977 -0.000186622 -2.99977 1.31833e-07
14.7 -2.99975 -0.00020239 -2.99975 1.42327e-07
14.6 -2.99973 -0.000219464 -2.99973 1.53668e-07
14.5 -2.99971 -0.00023795 -2.99971 1.65921e-07
14.4 -2.99969 -0.000257962 -2.99969 1.7916e-07
14.3 -2.99966 -0.000279623 -2.99966 1.9346e-07
14.2 -2.99963 -0.000303065 -2.99963 2.08905e-07
14.1 -2.9996 -0.00032843 -2.9996 2.25583e-07
14 -2.99956 -0.000355873 -2.99956 2.43589e-07
13.9 -2.99953 -0.000385559 -2.99953 2.63027e-07
13.8 -2.99949 -0.000417666 -2.99949 2.84006e-07
13.7 -2.99944 -0.000452387 -2.99944 3.06644e-07
13.6 -2.9994 -0.000489928 -2.9994 3.31069e-07
13.5 -2.99935 -0.000530513 -2.99935 3.57416e-07
13.4 -2.99929 -0.000574379 -2.99929 3.8583e-07
13.3 -2.99923 -0.000621786 -2.99923 4.1647e-07
13.2 -2.99917 -0.00067301 -2.99917 4.49501e-07
13.1 -2.9991 -0.000728349 -2.9991 4.85103e-07
13 -2.99902 -0.000788122 -2.99902 5.2347e-07
12.9 -2.99894 -0.000852675 -2.99894 5.64805e-07
12.8 -2.99885 -0.000922377 -2.99885 6.09331e-07
12.7 -2.99875 -0.000997625 -2.99875 6.57282e-07
12.6 -2.99865 -0.00107884 -2.99865 7.0891e-07
12.5 -2.99854 -0.00116649 -2.99854 7.64485e-07
12.4 -2.99842 -0.00126106 -2.99842 8.24294e-07
12.3 -2.99829 -0.00136308 -2.99829 8.88645e-07
12.2 -2.99814 -0.00147311 -2.99814 9.57866e-07
12.1 -2.99799 -0.00159176 -2.99799 1.03231e-06
12 -2.99783 -0.00171967 -2.99782 1.11234e-06
11.9 -2.99765 -0.00185755 -2.99765 1.19837e-06
11.8 -2.99745 -0.00200613 -2.99745 1.29081e-06
11.7 -2.99725 -0.00216622 -2.99724 1.39012e-06
11.6 -2.99702 -0.00233866 -2.99702 1.49677e-06
11.5 -2.99678 -0.00252437 -2.99678 1.61129e-06
11.4 -2.99652 -0.00272433 -2.99651 1.73421e-06
11.3 -2.99623 -0.00293957 -2.99623 1.86612e-06
11.2 -2.99593 -0.00317123 -2.99593 2.00762e-06
11.1 -2.9956 -0.00342047 -2.9956 2.15938e-06
11 -2.99524 -0.00368858 -2.99524 2.32207e-06
10.9 -2.99486 -0.00397692 -2.99486 2.49644e-06
10.8 -2.99445 -0.00428693 -2.99445 2.68326e-06
10.7 -2.994 -0.00462016 -2.994 2.88336e-06
10.6 -2.99353 -0.00497824 -2.99352 3.0976e-06
10.5 -2.99301 -0.00536294 -2.99301 3.32691e-06
10.4 -2.99245 -0.00577613 -2.99245 3.57226e-06
10.3 -2.99185 -0.00621978 -2.99185 3.83468e-06
10.2 -2.99121 -0.00669601 -2.9912 4.11525e-06
10.1 -2.99051 -0.00720707 -2.99051 4.4151e-06
10 -2.98977 -0.00775535 -2.98976 4.73545e-06
9.9 -2.98896 -0.00834338 -2.98896 5.07756e-06
9.8 -2.9881 -0.00897384 -2.98809 5.44275e-06
9.7 -2.98717 -0.00964961 -2.98716 5.83242e-06
9.6 -2.98617 -0.0103737 -2.98616 6.24803e-06
9.5 -2.98509 -0.0111493 -2.98509 6.69111e-06
9.4 -2.98394 -0.0119798 -2.98393 7.16327e-06
9.3 -2.9827 -0.0128689 -2.98269 7.66618e-06
9.2 -2.98136 -0.0138202 -2.98136 8.20159e-06
9.1 -2.97993 -0.0148379 -2.97992 8.77131e-06
9 -2.9784 -0.0159261 -2.97839 9.37725e-06
8.9 -2.97675 -0.0170893 -2.97674 1.00214e-05
8.8 -2.97498 -0.0183323 -2.97497 1.07057e-05
8.7 -2.97308 -0.0196599 -2.97307 1.14324e-05
8.6 -2.97105 -0.0210774 -2.97104 1.22036e-05
8.5 -2.96887 -0.0225902 -2.96885 1.30216e-05
8.4 -2.96653 -0.0242042 -2.96652 1.38887e-05
8.3 -2.96403 -0.0259253 -2.96401 1.48072e-05
8.2 -2.96134 -0.0277599 -2.96133 1.57797e-05
8.1 -2.95847 -0.0297146 -2.95846 1.68086e-05
8 -2.9554 -0.0317963 -2.95538 1.78963e-05
7.9 -2.95211 -0.0340122 -2.9521 1.90456e-05
7.8 -2.9486 -0.0363699 -2.94858 2.0259e-05
7.7 -2.94484 -0.0388772 -2.94482 2.15392e-05
7.6 -2.94082 -0.0415423 -2.9408 2.28886e-05
7.5 -2.93653 -0.0443737 -2.93651 2.431e-05
7.4 -2.93195 -0.0473801 -2.93192 2.58059e-05
7.3 -2.92706 -0.0505707 -2.92703 2.73789e-05
7.2 -2.92183 -0.0539548 -2.92181 2.90315e-05
7.1 -2.91626 -0.0575421 -2.91623 3.07661e-05
7 -2.91033 -0.0613427 -2.91029 3.25849e-05
6.9 -2.904 -0.0653667 -2.90396 3.44901e-05
6.8 -2.89725 -0.0696246 -2.89722 3.64838e-05
6.7 -2.89007 -0.0741273 -2.89003 3.85678e-05
6.6 -2.88243 -0.0788855 -2.88239 4.07435e-05
6.5 -2.87429 -0.0839104 -2.87425 4.30124e-05
6.4 -2.86565 -0.0892132 -2.8656 4.53755e-05
6.3 -2.85645 -0.0948052 -2.8564 4.78333e-05
6.2 -2.84668 -0.100698 -2.84663 5.03863e-05
6.1 -2.83631 -0.106903 -2.83626 5.30341e-05
6 -2.8253 -0.113431 -2.82525 5.57761e-05
5.9 -2.81363 -0.120294 -2.81357 5.8611e-05
5.8 -2.80125 -0.127502 -2.80118 6.1537e-05
5.7 -2.78813 -0.135067 -2.78806 6.45514e-05
5.6 -2.77423 -0.142998 -2.77416 6.76511e-05
5.5 -2.75953 -0.151307 -2.75946 7.08319e-05
5.4 -2.74397 -0.160001 -2.7439 7.40887e-05
5.3 -2.72753 -0.169091 -2.72745 7.74156e-05
5.2 -2.71015 -0.178583 -2.71007 8.08056e-05
5.1 -2.69181 -0.188486 -2.69172 8.42505e-05
5 -2.67246 -0.198805 -2.67237 8.77411e-05
4.9 -2.65205 -0.209544 -2.65196 9.12667e-05
4.8 -2.63055 -0.220708 -2.63045 9.48154e-05
4.7 -2.60791 -0.232298 -2.60781 9.8374e-05
4.6 -2.58409 -0.244315 -2.58398 0.000101928
4.5 -2.55904 -0.256757 -2.55894 0.00010546
4.4 -2.53274 -0.26962 -2.53263 0.000108953
4.3 -2.50512 -0.282899 -2.50501 0.000112388
4.2 -2.47616 -0.296586 -2.47604 0.000115743
4.1 -2.4458 -0.310668 -2.44568 0.000118996
4 -2.41402 -0.325133 -2.4139 0.000122121
3.9 -2.38078 -0.339964 -2.38065 0.000125095
3.8 -2.34603 -0.355141 -2.3459 0.000127888
3.7 -2.30975 -0.37064 -2.30962 0.000130472
3.6 -2.2719 -0.386434 -2.27177 0.000132816
3.5 -2.23246 -0.402494 -2.23233 0.000134891
3.4 -2.1914 -0.418784 -2.19127 0.000136662
3.3 -2.1487 -0.435266 -2.14857 0.000138098
3.2 -2.10435 -0.451898 -2.10421 0.000139165
3.1 -2.05832 -0.468634 -2.05818 0.00013983
3 -2.01062 -0.485424 -2.01048 0.000140059
2.9 -1.96124 -0.502213 -1.9611 0.000139822
2.8 -1.91018 -0.518943 -1.91004 0.000139088
2.7 -1.85745 -0.535554 -1.85731 0.00013783
2.6 -1.80307 -0.55198 -1.80293 0.000136021
2.5 -1.74705 -0.568155 -1.74692 0.000133641
2.4 -1.68944 -0.58401 -1.68931 0.000130674
2.3 -1.63025 -0.599472 -1.63013 0.000127108
2.2 -1.56954 -0.61447 -1.56942 0.000122939
2.1 -1.50736 -0.628932 -1.50724 0.000118172
2 -1.44376 -0.642786 -1.44364 0.000112818
1.9 -1.3788 -0.655965 -1.37869 0.0001069
1.8 -1.31256 -0.668402 -1.31246 0.000100454
1.7 -1.24512 -0.680036 -1.24503 9.35236e-05
1.6 -1.17656 -0.690814 -1.17647 8.61704e-05
1.5 -1.10696 -0.70069 -1.10688 7.84677e-05
1.4 -1.03642 -0.709625 -1.03635 7.0504e-05
1.3 -0.965033 -0.717597 -0.964971 6.23825e-05
1.2 -0.8929 -0.724592 -0.892845 5.42209e-05
1.1 -0.820115 -0.730614 -0.820069 4.61501e-05
1 -0.746777 -0.735682 -0.746738 3.83122e-05
0.9 -0.672979 -0.739834 -0.672948 3.08576e-05
0.8 -0.59881 -0.743124 -0.598786 2.39403e-05
0.7 -0.524354 -0.745627 -0.524336 1.77117e-05
0.6 -0.449685 -0.747432 -0.449672 1.23115e-05
0.5 -0.374867 -0.748647 -0.374859 7.85679e-06
0.4 -0.299955 -0.749389 -0.299951 4.42687e-06
0.3 -0.22499 -0.749782 -0.224988 2.04445e-06
0.2 -0.149999 -0.749948 -0.149998 6.51516e-07
0.1 -0.075 -0.749994 -0.0749999 7.922e-08
