0 0.785398 0.00353553 0.00353553
0.005 0.840188 0.00725938 0.00687215
0.01 0.394383 0.00918057 0.0114883
0.015 0.783099 0.012708 0.015032
0.02 0.79844 0.0162893 0.0185211
0.025 0.911647 0.0202419 0.0215833
0.03 0.197551 0.0212232 0.0264861
0.035 0.335223 0.0228681 0.0312078
0.04 0.76823 0.0263424 0.0348035
0.045 0.277775 0.0277135 0.0396118
0.05 0.55397 0.0303439 0.043864
0.055 0.477397 0.0326412 0.048305
0.06 0.628871 0.0355824 0.0523484
0.065 0.364784 0.0373661 0.0570195
0.07 0.513401 0.0398218 0.0613748
0.075 0.95223 0.0438954 0.0642742
0.08 0.916195 0.0478618 0.0673184
0.085 0.635712 0.0508306 0.0713416
0.09 0.717297 0.0541173 0.0751096
0.095 0.141603 0.054823 0.0800595
0.1 0.606969 0.0576749 0.0841664
0.105 0.0163006 0.0577564 0.0891658
0.11 0.242887 0.0589589 0.094019
0.115 0.137232 0.0596429 0.098972
0.12 0.804177 0.0632442 0.102441
0.125 0.156679 0.0640244 0.107379
0.13 0.400944 0.0659758 0.111983
0.135 0.12979 0.066623 0.116941
0.14 0.108809 0.0671659 0.121911
0.145 0.998925 0.0713704 0.124617
0.15 0.218257 0.072453 0.129499
0.155 0.512932 0.0749067 0.133855
0.16 0.839112 0.078627 0.137196
0.165 0.61264 0.0815021 0.141286
0.17 0.296032 0.0829607 0.146069
0.175 0.637552 0.0859369 0.150087
0.18 0.524287 0.0884399 0.154415
0.185 0.493583 0.0908088 0.158818
0.19 0.972775 0.094941 0.161633
0.195 0.292517 0.0963829 0.166421
0.2 0.771358 0.0998684 0.170006
0.205 0.526745 0.102382 0.174328
0.21 0.769914 0.105862 0.177918
0.215 0.400229 0.107811 0.182523
0.22 0.891529 0.111701 0.185664
0.225 0.283315 0.113098 0.190464
0.23 0.352458 0.114824 0.195157
0.235 0.807725 0.118438 0.198613
0.24 0.919026 0.122413 0.201646
0.245 0.0697553 0.122762 0.206634
0.25 0.949327 0.126827 0.209545
0.255 0.525995 0.129337 0.213869
0.26 0.0860558 0.129767 0.21885
0.265 0.192214 0.130722 0.223758
0.27 0.663227 0.1338 0.227698
0.275 0.890233 0.137686 0.230845
0.28 0.348893 0.139396 0.235543
0.285 0.0641713 0.139716 0.240533
0.29 0.020023 0.139816 0.245532
0.295 0.457702 0.142026 0.250017
0.3 0.0630958 0.142341 0.255007
0.305 0.23828 0.143521 0.259866
0.31 0.970634 0.147647 0.26269
0.315 0.902208 0.151571 0.265789
0.32 0.85092 0.15533 0.269086
0.325 0.266666 0.156648 0.273909
0.33 0.53976 0.159218 0.278198
0.335 0.375207 0.16105 0.28285
0.34 0.760249 0.164495 0.286474
0.345 0.512535 0.166947 0.290831
0.35 0.667724 0.170043 0.294757
0.355 0.531606 0.172578 0.299067
0.36 0.0392803 0.172774 0.304064
0.365 0.437638 0.174893 0.308592
0.37 0.931835 0.178907 0.311574
0.375 0.93081 0.182917 0.31456
0.38 0.720952 0.186218 0.318316
0.385 0.284293 0.18762 0.323115
0.39 0.738534 0.190986 0.326813
0.395 0.639979 0.193972 0.330823
0.4 0.354049 0.195706 0.335513
0.405 0.687861 0.19888 0.339376
0.41 0.165974 0.199706 0.344307
0.415 0.440105 0.201836 0.348831
0.42 0.880075 0.20569 0.352016
0.425 0.829201 0.209377 0.355394
0.43 0.330337 0.210999 0.360123
0.435 0.228968 0.212134 0.364993
0.44 0.893372 0.21603 0.368127
0.445 0.35036 0.217746 0.372823
0.45 0.68667 0.220916 0.37669
0.455 0.956468 0.225002 0.379572
0.46 0.58864 0.227778 0.38373
0.465 0.657304 0.230833 0.387689
0.47 0.858676 0.234618 0.390956
0.475 0.43956 0.236745 0.39548
0.48 0.92397 0.240735 0.398494
0.485 0.398437 0.242675 0.403102
0.49 0.814767 0.246313 0.406532
0.495 0.684219 0.249473 0.410407
0.5 0 0.249473 0.415407
