0	0
0.01	9.81243e-16
0.02	1.95571e-15
0.03	2.91664e-15
0.04	3.85736e-15
0.05	4.77125e-15
0.06	5.65183e-15
0.07	6.49277e-15
0.08	7.28789e-15
0.09	8.03124e-15
0.1	8.71707e-15
0.11	9.3399e-15
0.12	9.89451e-15
0.13	1.0376e-14
0.14	1.07798e-14
0.15	1.11017e-14
0.16	1.13377e-14
0.17	1.14844e-14
0.18	1.15386e-14
0.19	1.14977e-14
0.2	1.13595e-14
0.21	1.1122e-14
0.22	1.07839e-14
0.23	1.03442e-14
0.24	9.80249e-15
0.25	9.15875e-15
0.26	8.41343e-15
0.27	7.56744e-15
0.28	6.62216e-15
0.29	5.57944e-15
0.3	4.44157e-15
0.31	3.2113e-15
0.32	1.8918e-15
0.33	4.86706e-16
0.34	-9.99974e-16
0.35	-2.56381e-15
0.36	-4.19998e-15
0.37	-5.90333e-15
0.38	-7.66831e-15
0.39	-9.48908e-15
0.4	-1.13595e-14
0.41	-1.32731e-14
0.42	-1.52231e-14
0.43	-1.72028e-14
0.44	-1.92048e-14
0.45	-2.1222e-14
0.46	-2.32469e-14
0.47	-2.52718e-14
0.48	-2.72891e-14
0.49	-2.92911e-14
0.5	-3.12699e-14
0.51	-3.3218e-14
0.52	-3.51274e-14
0.53	-3.69906e-14
0.54	-3.87999e-14
0.55	-4.05479e-14
0.56	-4.22273e-14
0.57	-4.3831e-14
0.58	-4.53519e-14
0.59	-4.67836e-14
0.6	-4.81195e-14
0.61	-4.93535e-14
0.62	-5.04798e-14
0.63	-5.14929e-14
0.64	-5.23878e-14
0.65	-5.31596e-14
0.66	-5.38041e-14
0.67	-5.43174e-14
0.68	-5.4696e-14
0.69	-5.49368e-14
0.7	-5.50374e-14
0.71	-5.49956e-14
0.72	-5.481e-14
0.73	-5.44793e-14
0.74	-5.4003e-14
0.75	-5.33811e-14
0.76	-5.2614e-14
0.77	-5.17026e-14
0.78	-5.06483e-14
0.79	-4.94531e-14
0.8	-4.81195e-14
0.81	-4.66504e-14
0.82	-4.50492e-14
0.83	-4.33198e-14
0.84	-4.14665e-14
0.85	-3.94942e-14
0.86	-3.7408e-14
0.87	-3.52136e-14
0.88	-3.2917e-14
0.89	-3.05245e-14
0.9	-2.8043e-14
0.91	-2.54793e-14
0.92	-2.28409e-14
0.93	-2.01354e-14
0.94	-1.73706e-14
0.95	-1.45546e-14
0.96	-1.16957e-14
0.97	-8.80216e-15
0.98	-5.88262e-15
0.99	-2.94567e-15
1	-1.14884e-29
