0	0
0.01	0.00901641
0.02	0.017931
0.03	0.0266423
0.04	0.03505
0.05	0.043055
0.06	0.05056
0.07	0.0574703
0.08	0.0636935
0.09	0.0691408
0.1	0.0737267
0.11	0.0773697
0.12	0.0799929
0.13	0.0815238
0.14	0.0818952
0.15	0.0810452
0.16	0.0789176
0.17	0.0754624
0.18	0.0706355
0.19	0.0643996
0.2	0.0567238
0.21	0.0475842
0.22	0.0369638
0.23	0.024853
0.24	0.0112491
0.25	-0.00384332
0.26	-0.0204122
0.27	-0.0384382
0.28	-0.0578949
0.29	-0.0787485
0.3	-0.100958
0.31	-0.124476
0.32	-0.149247
0.33	-0.175211
0.34	-0.202298
0.35	-0.230436
0.36	-0.259544
0.37	-0.289536
0.38	-0.320322
0.39	-0.351805
0.4	-0.383884
0.41	-0.416454
0.42	-0.449407
0.43	-0.482629
0.44	-0.516005
0.45	-0.549417
0.46	-0.582744
0.47	-0.615865
0.48	-0.648654
0.49	-0.680989
0.5	-0.712745
0.51	-0.743798
0.52	-0.774023
0.53	-0.8033
0.54	-0.831506
0.55	-0.858523
0.56	-0.884236
0.57	-0.908531
0.58	-0.931299
0.59	-0.952435
0.6	-0.971838
0.61	-0.989412
0.62	-1.00507
0.63	-1.01871
0.64	-1.03028
0.65	-1.03969
0.66	-1.04687
0.67	-1.05177
0.68	-1.05433
0.69	-1.05452
0.7	-1.05229
0.71	-1.04761
0.72	-1.04046
0.73	-1.03084
0.74	-1.01873
0.75	-1.00413
0.76	-0.987065
0.77	-0.967547
0.78	-0.945606
0.79	-0.921277
0.8	-0.894606
0.81	-0.865644
0.82	-0.834452
0.83	-0.801096
0.84	-0.765653
0.85	-0.728204
0.86	-0.68884
0.87	-0.647654
0.88	-0.604751
0.89	-0.560237
0.9	-0.514228
0.91	-0.46684
0.92	-0.418199
0.93	-0.368431
0.94	-0.31767
0.95	-0.266051
0.96	-0.213711
0.97	-0.160793
0.98	-0.107438
0.99	-0.0537922
1	-2.0906e-16
