0	0
0.01	0.0091845
0.02	0.018267
0.03	0.027146
0.04	0.035721
0.05	0.0438926
0.06	0.0515637
0.07	0.0586391
0.08	0.0650265
0.09	0.0706369
0.1	0.0753846
0.11	0.0791881
0.12	0.0819702
0.13	0.0836583
0.14	0.0841852
0.15	0.0834887
0.16	0.0815127
0.17	0.0782067
0.18	0.0735268
0.19	0.0674353
0.2	0.0599013
0.21	0.0509008
0.22	0.0404168
0.23	0.0284392
0.24	0.0149655
0.25	-7.32747e-15
0.26	-0.0164453
0.27	-0.0343513
0.28	-0.0536915
0.29	-0.0744324
0.3	-0.0965331
0.31	-0.119946
0.32	-0.144616
0.33	-0.170483
0.34	-0.197478
0.35	-0.225528
0.36	-0.254553
0.37	-0.284466
0.38	-0.315178
0.39	-0.346591
0.4	-0.378606
0.41	-0.411117
0.42	-0.444015
0.43	-0.477188
0.44	-0.51052
0.45	-0.543893
0.46	-0.577186
0.47	-0.610278
0.48	-0.643045
0.49	-0.675363
0.5	-0.707107
0.51	-0.738153
0.52	-0.768378
0.53	-0.797659
0.54	-0.825876
0.55	-0.85291
0.56	-0.878644
0.57	-0.902967
0.58	-0.925769
0.59	-0.946944
0.6	-0.966391
0.61	-0.984015
0.62	-0.999725
0.63	-1.01343
0.64	-1.02507
0.65	-1.03455
0.66	-1.04181
0.67	-1.04679
0.68	-1.04944
0.69	-1.04972
0.7	-1.04759
0.71	-1.04302
0.72	-1.03598
0.73	-1.02647
0.74	-1.01447
0.75	-1
0.76	-0.983061
0.77	-0.963675
0.78	-0.94187
0.79	-0.917682
0.8	-0.891155
0.81	-0.862341
0.82	-0.8313
0.83	-0.7981
0.84	-0.762815
0.85	-0.725528
0.86	-0.686328
0.87	-0.64531
0.88	-0.602577
0.89	-0.558236
0.9	-0.512401
0.91	-0.46519
0.92	-0.416727
0.93	-0.36714
0.94	-0.316561
0.95	-0.265124
0.96	-0.212969
0.97	-0.160235
0.98	-0.107066
0.99	-0.053606
1	-2.0906e-16
