0	0
0.01	-0.000214745
0.02	-0.000429387
0.03	-0.00064382
0.04	-0.00085794
0.05	-0.00107164
0.06	-0.00128482
0.07	-0.00149736
0.08	-0.00170916
0.09	-0.0019201
0.1	-0.00213006
0.11	-0.00233894
0.12	-0.00254661
0.13	-0.00275294
0.14	-0.0029578
0.15	-0.00316108
0.16	-0.00336263
0.17	-0.00356231
0.18	-0.00375999
0.19	-0.00395551
0.2	-0.00414873
0.21	-0.00433949
0.22	-0.00452764
0.23	-0.00471301
0.24	-0.00489544
0.25	-0.00507475
0.26	-0.00525078
0.27	-0.00542334
0.28	-0.00559225
0.29	-0.00575734
0.3	-0.00591842
0.31	-0.00607529
0.32	-0.00622776
0.33	-0.00637565
0.34	-0.00651876
0.35	-0.00665688
0.36	-0.00678983
0.37	-0.0069174
0.38	-0.0070394
0.39	-0.00715563
0.4	-0.0072659
0.41	-0.00737
0.42	-0.00746776
0.43	-0.00755898
0.44	-0.00764347
0.45	-0.00772105
0.46	-0.00779154
0.47	-0.00785477
0.48	-0.00791057
0.49	-0.00795878
0.5	-0.00799924
0.51	-0.00803181
0.52	-0.00805635
0.53	-0.00807272
0.54	-0.0080808
0.55	-0.00808048
0.56	-0.00807165
0.57	-0.00805422
0.58	-0.00802811
0.59	-0.00799325
0.6	-0.00794957
0.61	-0.00789704
0.62	-0.00783562
0.63	-0.00776529
0.64	-0.00768604
0.65	-0.00759788
0.66	-0.00750083
0.67	-0.00739492
0.68	-0.00728021
0.69	-0.00715675
0.7	-0.00702463
0.71	-0.00688394
0.72	-0.00673479
0.73	-0.00657731
0.74	-0.00641162
0.75	-0.00623789
0.76	-0.00605628
0.77	-0.00586698
0.78	-0.00567018
0.79	-0.00546609
0.8	-0.00525494
0.81	-0.00503697
0.82	-0.00481243
0.83	-0.00458158
0.84	-0.0043447
0.85	-0.00410208
0.86	-0.00385402
0.87	-0.00360083
0.88	-0.00334283
0.89	-0.00308035
0.9	-0.00281374
0.91	-0.00254334
0.92	-0.00226951
0.93	-0.0019926
0.94	-0.001713
0.95	-0.00143107
0.96	-0.0011472
0.97	-0.000861771
0.98	-0.000575167
0.99	-0.000287779
1	-1.14884e-29
