0	-0
0.01	-9.88163e-17
0.02	-1.9734e-16
0.03	-2.9528e-16
0.04	-3.92347e-16
0.05	-4.88254e-16
0.06	-5.8272e-16
0.07	-6.75469e-16
0.08	-7.66228e-16
0.09	-8.54736e-16
0.1	-9.40737e-16
0.11	-1.02398e-15
0.12	-1.10424e-15
0.13	-1.18129e-15
0.14	-1.2549e-15
0.15	-1.32488e-15
0.16	-1.39105e-15
0.17	-1.45322e-15
0.18	-1.51123e-15
0.19	-1.56495e-15
0.2	-1.61423e-15
0.21	-1.65897e-15
0.22	-1.69906e-15
0.23	-1.73443e-15
0.24	-1.765e-15
0.25	-1.79074e-15
0.26	-1.8116e-15
0.27	-1.82758e-15
0.28	-1.83867e-15
0.29	-1.8449e-15
0.3	-1.8463e-15
0.31	-1.84293e-15
0.32	-1.83485e-15
0.33	-1.82215e-15
0.34	-1.80493e-15
0.35	-1.78331e-15
0.36	-1.75742e-15
0.37	-1.7274e-15
0.38	-1.69341e-15
0.39	-1.65563e-15
0.4	-1.61423e-15
0.41	-1.56942e-15
0.42	-1.52139e-15
0.43	-1.47037e-15
0.44	-1.41657e-15
0.45	-1.36023e-15
0.46	-1.30159e-15
0.47	-1.2409e-15
0.48	-1.17839e-15
0.49	-1.11434e-15
0.5	-1.04899e-15
0.51	-9.82606e-16
0.52	-9.15447e-16
0.53	-8.47774e-16
0.54	-7.79846e-16
0.55	-7.1192e-16
0.56	-6.44251e-16
0.57	-5.77089e-16
0.58	-5.1068e-16
0.59	-4.45262e-16
0.6	-3.81068e-16
0.61	-3.18323e-16
0.62	-2.57243e-16
0.63	-1.98035e-16
0.64	-1.40894e-16
0.65	-8.60063e-17
0.66	-3.35454e-17
0.67	1.63272e-17
0.68	6.3463e-17
0.69	1.07727e-16
0.7	1.48998e-16
0.71	1.87169e-16
0.72	2.22149e-16
0.73	2.5386e-16
0.74	2.82239e-16
0.75	3.07242e-16
0.76	3.28837e-16
0.77	3.47009e-16
0.78	3.61758e-16
0.79	3.73101e-16
0.8	3.81068e-16
0.81	3.85707e-16
0.82	3.87078e-16
0.83	3.85258e-16
0.84	3.80337e-16
0.85	3.72419e-16
0.86	3.61623e-16
0.87	3.48077e-16
0.88	3.31924e-16
0.89	3.13319e-16
0.9	2.92425e-16
0.91	2.69418e-16
0.92	2.44482e-16
0.93	2.17808e-16
0.94	1.89598e-16
0.95	1.60058e-16
0.96	1.294e-16
0.97	9.78425e-17
0.98	6.56067e-17
0.99	3.29171e-17
1	1.28464e-31
