0	0
0.01	-0.00937175
0.02	-0.0186413
0.03	-0.0277069
0.04	-0.0364678
0.05	-0.0448246
0.06	-0.0526798
0.07	-0.059938
0.08	-0.0665068
0.09	-0.0722969
0.1	-0.0772224
0.11	-0.0812017
0.12	-0.0841573
0.13	-0.0860165
0.14	-0.0867118
0.15	-0.0861809
0.16	-0.0843675
0.17	-0.0812209
0.18	-0.0766971
0.19	-0.0707582
0.2	-0.0633731
0.21	-0.0545177
0.22	-0.0441747
0.23	-0.0323341
0.24	-0.0189931
0.25	-0.00415589
0.26	0.0121656
0.27	0.0299525
0.28	0.0491784
0.29	0.0698098
0.3	0.091806
0.31	0.115119
0.32	0.139696
0.33	0.165473
0.34	0.192385
0.35	0.220356
0.36	0.249308
0.37	0.279154
0.38	0.309804
0.39	0.341161
0.4	0.373125
0.41	0.405591
0.42	0.43845
0.43	0.471589
0.44	0.504893
0.45	0.538244
0.46	0.571521
0.47	0.604602
0.48	0.637364
0.49	0.669682
0.5	0.701432
0.51	0.732491
0.52	0.762733
0.53	0.792037
0.54	0.820282
0.55	0.847349
0.56	0.873123
0.57	0.89749
0.58	0.920342
0.59	0.941571
0.6	0.961079
0.61	0.978768
0.62	0.994547
0.63	1.00833
0.64	1.02004
0.65	1.02961
0.66	1.03695
0.67	1.04203
0.68	1.04478
0.69	1.04516
0.7	1.04314
0.71	1.03867
0.72	1.03175
0.73	1.02235
0.74	1.01048
0.75	0.996131
0.76	0.97932
0.77	0.960065
0.78	0.938394
0.79	0.914343
0.8	0.887956
0.81	0.859285
0.82	0.82839
0.83	0.795337
0.84	0.760203
0.85	0.723068
0.86	0.684023
0.87	0.643161
0.88	0.600586
0.89	0.556405
0.9	0.510731
0.91	0.463684
0.92	0.415385
0.93	0.365963
0.94	0.31555
0.95	0.264281
0.96	0.212293
0.97	0.159728
0.98	0.106728
0.99	0.0534368
1	2.0906e-16
